Gene	logFC	logCPM	PValue	FDR
YOR099W	-0.3871767	5.653669411	0.138343707	0.213596032
YOR100C	0.756706497	8.801718266	8.22E-06	3.29E-05
YOR105W	0.789951307	7.32853521	0.002628848	0.00680817
YOR106W	-2.794686731	2.917252161	0.004047094	0.010008157
YOR107W	0.427830944	8.700362201	0.109075203	0.176913609
YOR108W	0.584252236	8.368751214	2.41E-05	9.02E-05
YOR111W	0.139373709	7.903386036	0.579557402	0.683691424
YOR112W	-0.533762952	4.738517334	0.106671523	0.173976175
YOR113W	1.058865848	7.402164698	1.34E-10	8.93E-10
YOR114W	0.376276804	8.729189336	0.012896101	0.027955155
YOR118W	0.228001057	8.365617721	0.226555359	0.321528046
YOR120W	0.155060265	6.433003527	0.519988441	0.627282798
YOR123C	9.069913093	3.109317573	3.88E-09	2.28E-08
YOR124C	0.200628118	5.637886189	0.476076829	0.583559728
YOR127W	0.355286034	3.125024007	0.613813536	0.714262071
YOR128C	9.11982929	3.158384496	9.72E-11	6.54E-10
YOR130C	0.419925028	8.372852558	0.00579473	0.013687552
YOR131C	-0.256225756	6.534116635	0.302177927	0.405733838
YOR132W	-0.255137736	3.69888681	0.615944886	0.716087408
YOR135C	-1.383536697	6.404601461	0.000126213	0.000418672
YOR136W	-2.276432861	6.516933199	1.10E-07	5.46E-07
YOR137C	-1.237963442	4.23306246	0.086322218	0.146302811
YOR138C	0.767516896	7.017757326	0.002961515	0.007593155
YOR139C	0.191302245	6.205683805	0.560503012	0.666184899
YOR141C	4.693093147	3.20503718	0.000224856	0.000713636
YOR142W	-0.84615316	5.226911609	0.004609249	0.011227487
YOR144C	2.010818651	4.40150518	8.75E-06	3.47E-05
YOR152C	0.499774406	8.201277183	0.000962603	0.002757001
YOR153W_1	4.717673097	2.792819782	3.27E-05	0.000119849
YOR154W	-0.003598991	7.889679424	0.984285874	1
YOR155C	6.518724007	0.797346528	0.011615129	0.02547395
YOR156C	0.964211102	8.035355778	5.33E-12	4.01E-11
YOR158W	-1.243878762	2.803006071	0.188953089	0.276467496
YOR161C	0.287450873	8.381486925	0.026750052	0.05298444
YOR161C-C	-0.116375861	8.148169206	0.595653825	0.699467778
YOR163W	0.170191847	8.458250976	0.391431903	0.498868988
YOR165W	-0.16345527	7.723376868	0.223853653	0.318904165
YOR166C	0.39565214	7.840018397	0.252339219	0.350494826
YOR167C	2.104528475	6.08397786	3.63E-12	2.75E-11
YOR171C	0.059305265	6.023803581	0.840908094	0.915609466
YOR172W	0.204736763	8.1257972	0.449830331	0.557371921
YOR173W	0.476228627	7.929662076	0.001374377	0.003796163
YOR175C	0.853883517	7.507020253	2.35E-06	1.01E-05
YOR177C	-0.111878852	8.208903996	0.484039605	0.591204391
YOR178C	0.342000411	8.174199076	0.028989	0.056850674
YOR179C	3.587625472	6.848213177	1.91E-23	3.66E-22
YOR180C	0.138191734	7.175161905	0.502521792	0.609143659
YOR182C	-0.14111328	6.041287309	0.786321536	0.867825326
YOR183W	7.098714675	1.284566948	7.89E-05	0.000270212
YOR184W	0.467849682	5.810938112	0.117353814	0.18752884
YOR185C	0.495447672	8.143875613	0.000153213	0.000500562
YOR186W	0.502822565	9.212777397	0.000155042	0.000505733
YOR187W	-0.921393899	2.154583372	0.450629575	0.558025777
YOR188W	0.104087163	9.57910401	0.382963488	0.491254661
YOR189W	1.208709747	7.51555939	0.000172228	0.000557369
YOR191W	1.260464468	6.346967237	7.69E-09	4.37E-08
YOR192C	1.79253695	6.818272154	4.87E-14	4.41E-13
YOR193W	0.725438561	8.352286294	1.41E-06	6.18E-06
YOR195W	0.839584242	8.257079723	1.96E-11	1.39E-10
YOR196C	-2.887952993	6.10861883	2.90E-24	5.91E-23
YOR197W	0.101231517	11.11179928	0.459977281	0.565870148
YOR200W	-1.565577176	0.296394164	0.413432976	0.522030577
YOR202W	0.243255335	8.900935303	0.19518933	0.284075122
YOR208W	0.174163874	8.442852831	0.302150131	0.405733838
YOR209C	5.753196615	0.385407786	0.003542104	0.008911323
YOR211C	3.724379927	-0.594255814	0.111992808	0.181145393
YOR213C	0.339318116	9.105705679	0.006643746	0.01556773
YOR214C	0.356678212	8.940704887	0.000952257	0.002729273
YOR215C	0.847779078	9.496097602	3.80E-10	2.43E-09
YOR216C	-4.042018114	5.555539246	1.00E-08	5.63E-08
YOR219C	0.467070562	8.508592029	0.003761475	0.009380864
YOR220W	0.097738969	8.489406682	0.601883218	0.704901058
YOR221C	-3.341260363	1.798387545	0.004327719	0.010619061
YOR222W	0.550181151	8.484527561	0.001359333	0.00376473
YOR223W	-1.302208084	7.870500575	3.94E-07	1.84E-06
YOR225W	0.499876989	8.453798792	0.001638476	0.00444791
YOR226C	0.361618006	7.72116448	0.070601995	0.123425861
YOR228C	0.213569614	8.231225914	0.22609247	0.321202922
YOR229W	0.519125148	8.903098059	7.82E-05	0.000267944
YOR230W	0.721859369	8.884200531	2.10E-08	1.14E-07
YOR231W	0.376845954	7.643758138	0.100858497	0.166210274
YOR233W	0.769163531	7.574618953	1.53E-05	5.87E-05
YOR234C	4.137662756	6.222529736	1.00E-25	2.21E-24
YOR235W	0.313562824	2.66823502	0.769914603	0.853154224
YOR237W	0.528931722	8.147146432	0.014545273	0.031184702
YOR238W	0.456124543	9.096345314	0.001421674	0.003903194
YOR239W_1t	0.721663673	8.956993176	1.23E-06	5.45E-06
YOR239W_2	0.060902003	8.977481186	0.667542181	0.764872697
YOR240W	0.552447115	8.972998054	2.44E-05	9.12E-05
YOR242C	0.145740529	8.844758697	0.291480981	0.39359246
YOR243C	-1.029730282	6.727196808	0.002926994	0.007514019
YOR245C	0.298982014	8.54080413	0.090924819	0.152531023
YOR246C	0.083548985	9.124973268	0.570647687	0.676638911
YOR248W	0.416862904	7.187696037	0.028441813	0.05593103
YOR251C	2.363162035	3.723617671	2.82E-05	0.000104351
YOR252W	0.706075858	8.731817792	2.59E-09	1.53E-08
YOR253W	0.390535192	8.978018629	0.003086283	0.007863994
YOR255W	0.490111427	9.10181068	0.000308861	0.00095733
YOR263C	0.37731485	8.165093808	0.063390553	0.112058138
YOR264W	0.329290669	8.605326396	0.070726905	0.123539132
YOR265W	-0.53561867	3.023689283	0.339143953	0.444477566
YOR268C	-0.078292464	8.324906304	0.671013772	0.767139528
YOR270C	-0.58983893	0.765917877	0.734061954	0.823415565
YOR271C	-0.020019358	7.81775594	0.910053387	0.971007119
YOR273C	-0.075206553	8.452308682	0.707222885	0.800731335
YOR274W	1.044323329	6.594036617	0.00178036	0.004788795
YOR275C	-2.786456197	4.956773523	8.50E-05	0.000289482
YOR280C	0.636961556	9.216813182	3.31E-07	1.56E-06
YOR283W	-1.892093274	9.506786136	1.88E-16	2.01E-15
YOR285W	-0.357137207	5.165183833	0.540176067	0.645948104
YOR288C	0.544508243	9.183240616	0.002536826	0.006611512
YOR289W	0.661992469	9.071870547	6.78E-06	2.75E-05
YOR291W	1.023283768	7.887507591	2.88E-15	2.88E-14
YOR293C-A	-0.010336094	7.992368587	0.938915061	0.992781297
YOR293W	0	-1.062674125	1	1
YOR295W	3.588153177	-0.609556772	0.120971688	0.192412399
YOR296W	0.822182189	9.39516229	5.76E-06	2.36E-05
YOR297C	2.354486443	2.293908303	0.013298951	0.028692225
YOR298C-A_1t	-0.051518242	8.625292404	0.692210251	0.786994227
YOR298C-A_2t	-0.211083769	8.118780481	0.126722905	0.200088798
YOR298C-A_3	-0.473845454	8.524289371	0.002416281	0.006337533
YOR298W	-0.043585181	8.791342029	0.871305317	0.939665404
YOR299W	0.532780854	8.455578117	0.003564399	0.008960048
YOR300W	-0.239336315	7.81476553	0.163306229	0.245138276
YOR302W_1	-0.510318191	6.196647928	0.09279914	0.155306115
YOR302W_2	0.217802599	7.320517916	0.212214163	0.304858514
YOR303W_1	0.097393222	8.236666837	0.584792004	0.688680555
YOR303W_2	0.162722159	8.418815269	0.302566485	0.406122878
YOR304C-A	-0.503559992	7.853141425	0.000431349	0.001309338
YOR304W	0.273637747	8.179568626	0.308363469	0.411886206
YOR306C	0.422194389	9.18386694	0.001765095	0.004757076
YOR307C	-0.201451787	7.993740786	0.224046954	0.319068946
YOR309C	9.167602047	3.188525362	1.44E-12	1.14E-11
YOR313C	0.129383208	8.325061181	0.443375789	0.551035528
YOR314W	-0.146861052	5.776585682	0.667945161	0.765121129
YOR316C	0.441025446	8.633288356	0.003839107	0.009545511
YOR316C-A	0.060876596	8.334121086	0.616925711	0.716796537
YOR317W	-0.514370325	8.715617335	0.01101704	0.024278838
YOR318C	0.930414239	3.46770485	0.301994501	0.405733838
YOR320C	0.770814869	8.912847161	1.08E-06	4.82E-06
YOR321W	0.583804495	8.60857182	2.01E-06	8.64E-06
YOR322C	-0.217664694	1.609336402	0.859778885	0.929918741
YOR323C	-1.346978573	1.774945906	0.266111879	0.366037424
YOR324C	0.600821776	8.802482483	0.001192292	0.003354085
YOR325W	0.520765689	8.269839653	0.000380336	0.001161354
YOR327C	3.314931877	6.989843664	1.05E-29	3.16E-28
YOR328W	0.414980844	8.607987727	0.003674842	0.00918152
YOR330C	-2.714100676	2.596423459	0.020617221	0.042367604
YOR331C	0	-1.062674125	1	1
YOR332W	0	-1.062674125	1	1
YOR333C	-0.201743562	5.946652963	0.412841725	0.521549107
YOR334W	1.241987415	6.372851765	6.43E-05	0.000223574
YOR337W	1.24563674	8.851445805	1.81E-31	6.11E-30
YOR338W	0.379346827	8.679399716	0.005566084	0.013223471
YOR339C	0.452873674	9.122849647	0.007642896	0.017588076
YOR342C	0.2008915	8.795561121	0.119358193	0.190066708
YOR343C	0.192067741	8.64735837	0.135725428	0.210185196
YOR345C	0.086180387	7.403181551	0.625315732	0.724773734
YOR346W	0.713546939	8.520160509	2.67E-07	1.27E-06
YOR347C	0.470530867	8.872599155	3.33E-05	0.000121581
YOR348C	0.022931634	8.449261056	0.859714686	0.929918741
YOR349W	1.00622959	8.184096421	6.62E-07	3.03E-06
YOR351C	0.672539126	8.396830978	3.35E-07	1.58E-06
YOR352W	0	-1.062674125	1	1
YOR354C	0.911341531	6.429624936	1.16E-06	5.12E-06
YOR355W	1.579465458	3.71118495	0.02899246	0.056850674
YOR356W	0.337177301	8.304241652	0.008396606	0.01909798
YOR357C	0.454939098	8.226625304	0.003936856	0.009759034
YOR358W	-0.466101637	5.180697731	0.421299117	0.529684727
YOR359W	3.98503212	6.596169306	4.60E-36	2.20E-34
YOR363C	0.666078983	7.075285844	0.002304383	0.006075057
YOR364W_1	-0.99397153	6.12607125	2.68E-05	9.96E-05
YOR364W_2	-3.719187412	1.424908009	0.01639073	0.034564341
YOR365C	0.49913338	8.51289228	0.044344571	0.082357067
YOR366W	0.130299187	6.489735577	0.621288859	0.721064118
YOR367W	0.305141988	8.350136987	0.024454035	0.048955716
YOR368W	0.142615813	7.014297864	0.39423862	0.501958094
YOR371C	-0.662676529	7.052532466	0.008159566	0.018636802
YOR374W	0.84226801	8.427627434	2.08E-10	1.37E-09
YOR375C	-0.681941821	2.775157136	0.355287526	0.46224493
YOR376W-A	0.184458395	7.986093548	0.244514965	0.342054631
YOR377W	-1.836249339	9.507216695	3.39E-13	2.85E-12
YOR378W	-0.319393666	8.096467249	0.049250685	0.090406572
YOR379C	-0.16647452	6.160337809	0.646841769	0.745309691
YOR381W	1.587412687	9.60060619	4.14E-26	9.40E-25
YOR382W	1.07117418	9.243915498	1.05E-17	1.25E-16
YOR383C	1.06781728	9.523310427	2.30E-13	1.95E-12
YOR384W	1.036942062	8.35260972	7.42E-11	5.06E-10
YOR385W	0.565170766	8.957398533	1.12E-06	4.99E-06
YPL002C	0	-1.062674125	1	1
YPL003W	0.881962472	7.266731185	3.36E-09	1.97E-08
YPL004C	0.222303522	6.340613701	0.422460272	0.530352416
YPL005W	1.303495634	10.46646623	6.68E-23	1.24E-21
YPL006W	1.297897925	9.95873979	2.69E-18	3.28E-17
YPL009C	0.257040028	7.939954768	0.087893274	0.148353739
YPL013C	2.459712968	2.129348442	0.096420694	0.160057251
YPL014W	-0.025704018	7.936340294	0.888349557	0.953045336
YPL015C	-0.440107318	5.794790703	0.090588331	0.152152857
YPL017C_1	1.841402002	6.851496846	8.25E-20	1.18E-18
YPL017C_2	5.247426729	3.350035573	9.08E-05	0.000307661
YPL018W	5.004642058	-0.048106822	0.020446271	0.042059146
YPL021W	0.398553041	7.909313924	0.002250077	0.00593951
YPL022W	2.162523113	3.974942248	0.006728367	0.015757029
YPL023C	0.908794868	6.897299072	1.27E-05	4.90E-05
YPL026C	0.310350093	4.034629153	0.742535123	0.829958236
YPL032C	-0.040690566	7.505335878	0.838348277	0.913470684
YPL033C	0.049505108	7.397946434	0.803094974	0.882545546
YPL034W	0.442789963	8.074824688	0.004820069	0.011682945
YPL035C	-3.338036459	6.860925521	2.41E-18	2.95E-17
YPL036W	0.311367036	8.610743966	0.070383912	0.123149373
YPL037C	1.902777245	6.351525681	1.63E-11	1.19E-10
YPL038W	-0.776892709	5.503645854	0.013993078	0.030047832
YPL038W-A	-0.137118895	8.523100836	0.412924768	0.521549107
YPL039W	-1.345097903	6.877779962	9.51E-06	3.75E-05
YPL040C	2.802021153	0.913567605	0.210649294	0.303034161
YPL042C	0.496163964	1.011403161	0.79398022	0.874946427
YPL046C	0	-1.062674125	1	1
YPL049C	2.646190601	0.930321567	0.161609963	0.243302911
YPL052W	-0.086891128	4.969313315	0.794051137	0.874946427
YPL054W	0.963002956	8.574778476	1.73E-13	1.49E-12
YPL055C	5.245143495	0.055973829	0.007421247	0.017145209
YPL056C	0.011461219	8.420030784	0.945082909	0.997506614
YPL057C	1.218487646	5.912589948	2.69E-06	1.14E-05
YPL058C	-1.09088833	7.48489347	1.63E-07	7.94E-07
YPL059W	0	-1.062674125	1	1
YPL060W	1.883486028	6.122838362	1.06E-07	5.28E-07
YPL062W	4.915299214	2.206513599	3.60E-05	0.000130397
YPL066W	0.518475765	6.614623166	0.109822659	0.177965076
YPL067C	0.221551053	8.186187707	0.17307482	0.256893286
YPL069C	0	-1.062674125	1	1
YPL070W	0.145450802	8.417973753	0.235136865	0.331190033
YPL071C	-0.013111212	8.290065056	0.921255473	0.979399895
YPL073C	-2.527134305	8.664539959	2.78E-18	3.38E-17
YPL074W	0.32847436	7.53926239	0.127833822	0.201610518
YPL077C	0.632459387	7.793306492	0.000529459	0.001586062
YPL078C_2	-0.18757572	2.178826087	0.850756329	0.923318857
YPL080C	8.697593003	2.724568546	1.93E-14	1.81E-13
YPL081W	-0.183779178	8.84672453	0.288549204	0.390624911
YPL084W	-1.667481281	1.638297849	0.213074801	0.305774242
YPL086C	2.650086033	7.90187472	1.85E-11	1.34E-10
YPL087W	0.433050322	8.186544695	0.023695006	0.047832258
YPL091W	-0.959528629	3.404735459	0.151590507	0.230327905
YPL092W	0.214658366	7.238925154	0.265043084	0.364811479
YPL096C-A	-0.3412799	6.903593768	0.168997748	0.251933531
YPL097W	4.046082234	1.816449429	0.163930871	0.245896306
YPL098C	1.930595285	2.501606487	0.0263908	0.052373824
YPL099C	-1.190481363	8.073673047	3.68E-11	2.58E-10
YPL100W	2.934825151	6.610313756	2.42E-37	1.28E-35
YPL101W	0	-1.062674125	1	1
YPL102C	5.872873988	0.382272172	0.015659688	0.033278862
YPL103C	-0.08797604	7.387096322	0.72639627	0.816599745
YPL104W	-0.640015228	4.142731068	0.306144791	0.41012226
YPL105C	1.117945222	7.719664725	1.23E-07	6.06E-07
YPL107W	-1.420767684	5.785287473	7.27E-10	4.55E-09
YPL108W	-0.19306501	9.473096678	0.325979473	0.429552944
YPL109C	-1.507623546	7.137367479	2.12E-16	2.25E-15
YPL110C	0.116926877	8.377403971	0.38943639	0.497384575
YPL111W	-0.54308395	7.610037402	0.019734013	0.040695833
YPL112C	0.15312482	7.848920703	0.251710937	0.350137567
YPL114W	0.335174328	8.474195482	0.139874363	0.215701113
YPL115C	1.104226871	8.069927765	1.11E-07	5.47E-07
YPL116W	0.487523355	7.491924624	0.040907793	0.076846966
YPL118W	0	-1.062674125	1	1
YPL119C	0.364051082	8.784748469	0.002522478	0.006578289
YPL119C-A	0.047676737	8.701557423	0.724335884	0.815025876
YPL121C	-0.186742333	7.524525611	0.601127806	0.704285998
YPL123C	0	-1.062674125	1	1
YPL125W	4.753326908	-0.27722318	0.039302938	0.07423487
YPL129W	0	-1.062674125	1	1
YPL130W	1.04879188	8.976424758	1.55E-13	1.35E-12
YPL132W	-1.353828877	0.272425268	0.473570378	0.581354317
YPL133C	-1.302190986	8.453360321	5.86E-27	1.45E-25
YPL134C	0.362749505	8.982817228	0.01323956	0.028579093
YPL135W	0.436735848	8.317330444	0.002450314	0.006406355
YPL136W	0.526174769	7.38696127	0.002260957	0.005964398
YPL138C	0.206949408	6.723954529	0.654210832	0.752113712
YPL139C	-1.052187871	5.221354772	0.028118875	0.055348936
YPL141C	0.610293794	8.19412809	0.000101593	0.000341972
YPL144W	-0.660394263	4.032182253	0.276256994	0.377634682
YPL145C	1.767233304	7.716256706	1.34E-19	1.85E-18
YPL147W	0.038732267	7.235520631	0.896579256	0.959619985
YPL149W	0.967339939	7.403981642	2.59E-12	2.01E-11
YPL150W	-1.907382358	4.973210922	0.020806273	0.042629004
YPL155C	0.787196173	8.081401879	6.08E-08	3.11E-07
YPL156C	-0.210940742	7.411011415	0.45334169	0.560034369
YPL157W	3.775194304	4.338846939	0.00488686	0.011821657
YPL158C	0.281954634	5.24410353	0.390337827	0.498071552
YPL159C	0.928534234	4.882363216	0.010297158	0.022855216
YPL161C	-2.130506378	2.035040245	0.141753558	0.217764582
YPL162C	-0.152027389	7.870696065	0.309244879	0.412523186
YPL163C	0.041274589	8.477844522	0.815073192	0.892844035
YPL165C_1	-0.193999603	8.139309908	0.391104368	0.498739979
YPL165C_2	0.317107514	8.545925716	0.051147902	0.093264365
YPL166W	0.300066007	7.836523757	0.155094807	0.235044121
YPL167C	1.160180951	12.25474623	1.14E-13	9.96E-13
YPL168W	0.883696477	7.423615163	7.34E-08	3.72E-07
YPL170W	-0.269385655	8.041462618	0.262084847	0.361459392
YPL171C	0.209936073	7.301212584	0.155765398	0.235886435
YPL172C	-1.897478185	1.401904997	0.233024051	0.329003384
YPL173W	-3.547140246	-0.657541109	0.132438199	0.206808889
YPL174C	-3.503259068	2.322031073	0.007384859	0.017070737
YPL176C	0.964714951	8.197192864	3.18E-10	2.07E-09
YPL177C	0.57267494	8.110794913	0.007346577	0.016991802
YPL178W	0.104917712	2.210141452	0.961871286	1
YPL179W	0.580129513	9.115862275	0.000837499	0.002413831
YPL180W	2.690640587	4.117977194	1.82E-05	6.91E-05
YPL182C	-2.816273902	6.292854706	3.59E-10	2.31E-09
YPL183C	-2.957094775	6.843995978	1.61E-18	1.99E-17
YPL184C	-0.716707799	4.862794156	0.090382349	0.151868952
YPL185W	0.207221108	8.74306432	0.156688924	0.237197597
YPL186C	0.244540198	8.691669428	0.130258773	0.204103529
YPL187W	-0.910201407	6.880396198	0.016972583	0.035645025
YPL188W	-7.249432649	1.427121907	1.43E-06	6.27E-06
YPL189C-A	-0.6538772	2.768650644	0.45480723	0.561001715
YPL189W_2	0.04849102	8.530290663	0.804307176	0.883405263
YPL191C	-0.067127019	6.677369726	0.849214088	0.921888511
YPL192C	0.10183897	8.062564971	0.417364891	0.525864409
YPL193W	3.801079328	-0.634505811	0.129959904	0.203712893
YPL194W_1	0.050162001	6.559654042	0.881854293	0.948304852
YPL194W_2	0.544198453	7.264309768	0.007085238	0.016489427
YPL195W	-1.848969166	4.915458549	0.000817912	0.002360688
YPL196W	-0.283935929	7.977219824	0.191372673	0.279113445
YPL198W	0.339582446	8.052926201	0.012348141	0.026894998
YPL199C	0.046689856	8.176146298	0.770978749	0.853898793
YPL200W	-0.129514667	8.176617538	0.425039771	0.533181706
YPL201C	0.039256946	7.71274202	0.832691631	0.909477174
YPL202C	0.355834191	7.974134616	0.075211704	0.130320448
YPL203W	0.654452339	8.665183918	0.000363991	0.001117255
YPL205C	4.078562276	2.606807693	4.54E-05	0.000161568
YPL206C	0.071766517	7.393717803	0.70929122	0.801977143
YPL207W	-0.234193396	6.700651845	0.149149411	0.227122667
YPL208W	0.227539954	8.337711846	0.113905782	0.182800767
YPL212C	1.629804285	6.951184006	9.10E-17	1.01E-15
YPL213W	0	-1.062674125	1	1
YPL214C	0.045056702	7.427949798	0.829194527	0.906150629
YPL215W	-0.591937355	1.829902899	0.724707866	0.8151476
YPL219W	0.069673014	8.613601544	0.612698935	0.713773419
YPL220W	-0.588466515	8.16892002	0.009264306	0.020852299
YPL221W	-0.144751725	6.847435374	0.628661768	0.727830948
YPL222W	0.40120121	7.844551683	0.001367846	0.003785757
YPL224C	-0.560738933	7.788928171	0.000670371	0.001968018
YPL225W	0.507037839	4.837586721	0.349882053	0.456756967
YPL226W	1.513739403	5.338427557	9.33E-07	4.17E-06
YPL227C	-2.039292823	6.422629168	1.32E-08	7.31E-08
YPL229W	0.067654414	8.663402493	0.611348937	0.712733081
YPL230W	0.338352226	7.920912254	0.053897511	0.097499458
YPL232W	0.235765018	9.113309193	0.045185207	0.083729126
YPL239W	5.778085573	5.430304827	4.06E-16	4.23E-15
YPL240C	-0.175824254	8.11981825	0.312928335	0.41595584
YPL241C	0.171312462	7.708696264	0.464207702	0.570713028
YPL246C	1.899928018	6.709390402	1.58E-15	1.60E-14
YPL247C	0.006374788	8.744523935	0.965180746	1
YPL248C	0.548935575	8.673151165	0.000143809	0.000472087
YPL249C	-0.345765352	7.305224321	0.310906956	0.413938319
YPL249C-A	0	-1.062674125	1	1
YPL250C	0.105333975	8.201299251	0.411815428	0.520668455
YPL253C	0.548538538	8.105404038	6.12E-05	0.000213653
YPL254W	-5.353500468	0.120348465	0.040593999	0.076379997
YPL256C	7.402276022	1.611448316	0.000171741	0.000556231
YPL257W	0.024967151	8.122655022	0.867311636	0.936095279
YPL258C	0.365324163	8.149221041	0.004548983	0.011095738
YPL259C	-2.706441198	6.950767974	3.20E-43	2.63E-41
YPL260W	0.999792349	7.06558523	0.000358849	0.001102295
YPL261C	0.579320658	6.731913967	0.003923792	0.009738396
YPL262W	-6.829868116	1.158848318	1.66E-05	6.35E-05
YPL263C	0.551059654	8.531889108	4.20E-05	0.000150471
YPL264C	0.108957798	8.315847659	0.426421306	0.534163842
YPL265W	0.25005268	6.806477061	0.213264927	0.305940262
YPL267W	0.492954097	7.723729845	0.000879035	0.002528225
YPL268W	0	-1.062674125	1	1
YPL269W	0.722033833	7.209713669	0.000195001	0.000623215
YPL270W	0.079665161	3.505249193	0.914131257	0.974197355
YPL271W	4.050139981	-0.45689789	0.090772483	0.15233765
YPL272C	0.038553912	7.406885878	0.809160721	0.887787123
YPL273W	0.428156603	6.837388368	0.128272473	0.202069707
YPL274W	0.182014265	4.568691165	0.713313281	0.80475366
YPL277C	-0.912632321	5.759533176	0.005823396	0.013747362
YPR001W	0.47886665	8.711065113	0.003499649	0.008824267
YPR003C	0.412943251	8.459589088	0.001030667	0.002935579
YPR004C	-0.389444641	5.227525008	0.442406596	0.549999164
YPR006C	-0.009795398	8.625686786	0.941693736	0.995207317
YPR007C	-0.142301277	6.06603002	0.595460386	0.699440464
YPR009W	-0.125157492	8.834440187	0.477232507	0.58480191
YPR011C	0.437236279	7.852161618	0.002188235	0.005794875
YPR012W	-0.098004828	8.997938274	0.459990035	0.565870148
YPR014C	0.37492177	8.885939973	0.005103656	0.012266682
YPR015C	-0.146517924	8.592482176	0.349958075	0.456756967
YPR017C	-0.79042953	8.400491281	4.80E-06	1.98E-05
YPR018W	7.200099827	5.483062699	7.59E-13	6.16E-12
YPR020W	-1.068072522	6.468239737	0.000302772	0.000940584
YPR021C	-0.149761524	8.802774715	0.500382616	0.607016692
YPR022C	-0.64929199	7.822230013	0.00019334	0.00061887
YPR023C	2.899194917	7.475629123	1.12E-38	6.75E-37
YPR024W	1.094234922	3.200950746	0.406389515	0.51503574
YPR026W	-0.169994971	8.595527785	0.173328269	0.257083791
YPR027C	-0.145909997	7.59259003	0.497759348	0.604726846
YPR028W	0.09095886	8.391864648	0.477809499	0.585334438
YPR029C	-4.110881092	6.36867532	2.95E-17	3.41E-16
